Verb,NZZ_ID,Token_ID,Sentence,pattern,Stimulus_Type,Stimulus_PP,Comment,sem_class_subj,sem_class_PP_int,interpr_sem_class_PP_int,det_PP_int,Comment_PP
verschrecken,NZZ_1996_01_03_a71_seg8_s11,23,"Noch beeindruckender war 1995 aber die Performance von Daiwa Europe , das mit seinem 2 Mrd. $ großen Italien-Deal die Branche leicht verschreckte , ebenso wie Yamaichi International , das für Schweden im Alleingang eine Anleihe im Umfang von 2 Mrd. $ begab .",X-STM_V_Y-EXP,anim_proxy,mit,metonymic_EXP,anim_proxy,"abstract_obj,event",,det_coref_subj,
verschrecken,NZZ_1996_03_22_a83_seg3_s1,34,"wz. Paris , 21. März Die staatliche französische Grossbank Crédit Lyonnais hat erwartungsgemäss bei ihrer Bilanz des Jahres 1995 darauf verzichtet , die internationale Finanzwelt und den französischen Steuerzahler mit neuen Verlustmeldungen zu verschrecken ( vgl. NZZ vom 21 .",X-STM_V_Y-EXP,anim_proxy,mit,"fragment, EXP_anim_proxy, EXP_coordination",anim_proxy,"abstract_obj,event(action)",,,utterance
verschrecken,NZZ_1996_11_09_a20_seg6_s4,12,"Frau Reno , die bekannt ist für ihre trockene Art , verschreckte jüngst ihre engere Umgebung mit dem freimütigen Kommentar , was immer sie auch in dieser Frage entscheide , sie werde dafür kritisiert .",X-STM_V_Y-EXP,anim,mit,,human,"abstract_obj,event(action)",,,utterance
verschrecken,NZZ_1998_02_12_a136_seg7_s3,39,"Rehberg , seit Jahr und Tag in der Wiener Musikszene aktiv , hatte irgendwann beschlossen , dass « Guitars suck » unter anderm im Wiener Szene-lokal Blue Box jeden Mittwoch mit seinem « Club Duchamp » die Gäste verschreckt , indem er das Lokal fast völlig verdunkeln liess und dann mit dem Sound elektrischer Haushaltsgeräte beschallte .",X-STM_V_Y-EXP,anim,mit,ungrammatical,human,abstract_obj,,det_coref_subj,(part of) piece of art
verschrecken,NZZ_1998_02_26_a9_seg8_s2,13,"Sie möchten alles zurückbekommen , was sie einst verloren haben , und verschrecken damit Landwirte auf gepachtetem Land .",X-STM_V_Y-EXP,anim,mit,pronominal_adverb,human,abstract_obj,,,proposition
verschrecken,NZZ_1998_04_17_a23_seg10_s4,19,"Nur steht diesem Kalkül das Risiko gegenüber , durch eine Allianz mit dem PP Wähler der Mitte zu verschrecken .",X-STM_V_Y-EXP,anim,durch,,human,abstract_obj,event(action),,by joining an alliance with…
verschrecken,NZZ_1998_05_11_a11_seg6_s10,27,"März und Sachsen-Anhalt Ende April , werden massgeblich den Fundamentalisten zugeschrieben , die viele Wählende in diesen beiden sogenannten Flächenländern vor allem mit ihren Benzinpreis- Ideen verschreckten und sie der SPD zutrieben .",X-STM_V_Y-EXP,anim,mit,fragment,human,abstract_obj,event(action),det_coref_subj,"utterance, event(action) or property"
verschrecken,NZZ_1998_08_27_a129_seg8_s14,27,"Weil das hat er ja schon , aber das war den Verlagen alles zu kompliziert , und er befürchtet , dass er auch die Leser damit verschrecken könnte : « Wenn ich keine Krimis schreibe , bin ich sehr manieristisch und experimentell , weil mich das in der Literatur interessiert .",X-STM_V_Y-EXP,anim,mit,pronominal_adverb,human,ambiguous,,,
verschrecken,NZZ_1998_11_11_a23_seg8_s2,57,"Doch der energische , aggressive ehemalige Anwalt aus New Orleans , der sich den schwarzen Karategürtel erworben hat , könnte - unter Einsatz der beträchtlichen Machtmittel , die er zur Verfügung hat - dafür sorgen , dass die Konservativen zurückgedrängt werden und die Republikaner insgesamt das Publikum etwas weniger durch ihr manchmal reichlich exotisch tönendes Vokabular verschrecken .",X-STM_V_Y-EXP,anim,durch,,human,abstract_obj,,det_coref_subj,"utterance, property?"
verschrecken,NZZ_1999_02_13_a6_seg3_s1,12,"Nachdem die neue deutsche Regierung mit populistischer Rhetorik die europäischen Partner verschreckt hat , gibt sich Bonn nun konsensbereit .",X-STM_V_Y-EXP,anim_proxy,mit,EXP_anim_proxy,anim_proxy,abstract_obj,,,"utterance, property?"
verschrecken,NZZ_1999_03_06_a8_seg6_s4,5,Sein Nachfolger Clement hingegen verschreckt Politiker wie Bürger durch seine Forschheit .,X-STM_V_Y-EXP,anim,durch,EXP_coordination,human,property,,det_coref_subj,
verschrecken,NZZ_1999_05_26_a80_seg3_s14,45,"Der brillante Ökonom , der auch schon bei der Weltbank als Chefökonom tätig gewesen ist , hat einige europäische Regierungen und Notenbanken vor nicht allzu langer Zeit auch mit einem Diskussionsbeitrag über eine mögliche « Lender of last resort » -Rolle für den IMF verschreckt .",X-STM_V_Y-EXP,anim,mit,"EXP_anim_proxy, EXP_coordination",human,"abstract_obj,event(action)",,,utterance
verschrecken,NZZ_1999_08_25_a152_seg7_s13,15,"Werner Sieg , Fraktionspräsident der SP , hatte 1996 das Parlament mit der Aussage verschreckt , « New Public Management » kollidiere mit der direkten Demokratie .",X-STM_V_Y-EXP,anim,mit,EXP_anim_proxy,human,"abstract_obj,event(action)",,,utterance
verstören,NZZ_1996_03_30_a227_seg15_s7,3,Crewdsons c-prints verstören in ihrer detailgenauen Künstlichkeit .,X-STM_V,inanim,in,,abstract_obj,property,,det_coref_subj,(part of) piece of art
verstören,NZZ_1996_10_04_a145_seg5_s14,22,"Als analytische Studie allerdings ist die Geschichte zu nebulös , als pornographische Satire zu züchtig , um einen als Kunst zu verstören .",X-STM_V_Y-EXP,inanim,als,,abstract_obj,abstract_obj,,,(part of) piece of art
verstören,NZZ_1999_03_18_a138_seg3_s9,40,"Zugleich spiegelt dieses quasihistorische Familientreffen toter und lebender Engagierter , deren Texte die Schulbücher füllen , ihr Selbstbild und das der Ziele , für die sie schreibt - in Worten , die Kriterien und Ansprüche markieren und darin zugleich verstören .",X-STM_V,inanim,in,pronominal_adverb,abstract_obj,abstract_obj,,,
verstören,NZZ_1997_03_15_a162_seg25_s1,13,Das Kino des Lars von Trier Mit jedem neuen Film überraschte und verstörte er Publikum und Kritiker .,X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,,,(part of) piece of art
verstören,NZZ_1998_12_19_a258_seg8_s24,2,"Sie verstörte ein Bildungsbürgertum , das an Wagners mythologische Stoffe und die biedermeierlichen Idyllen der deutschen Spieloper gewöhnt war , auch durch ungewohnte Szenen aus dem Grossstadtleben , wie sie in Puccinis « Bohème » oder Charpentiers « Louise » zu sehen sind .",X-STM_V_Y-EXP,ambiguous,durch,,human,abstract_obj,,,(part of) piece of art
verstören,NZZ_1998_03_04_a141_seg53_s2,12,"Am wenigsten sein pianistisches Ouvre , mit dem er seine Zeitgenossen verstörte und schockierte .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,,,(part of) piece of art
verstören,NZZ_1999_11_23_a124_seg3_s36,26,"Erst 1958 , als Cage als Dozent nach Darmstadt eingeladen wurde und in Köln , Düsseldorf und Stockholm mit seinem anarchistischen Klavierkonzert Musiker und Publikum verstörte , zündete der Funke .",X-STM_V_Y-EXP,anim,mit,EXP_coordination,human,"abstract_obj,event",,det_coref_subj,(part of) piece of art
verwirren,NZZ_1995_09_26_a154_seg7_s8,22,"Für westliche Augen enthält der Film amüsante Einsichten in die Schwierigkeiten eines abrupten Wechsels von der Plan- in die Marktwirtschaft , verwirrt aber durch seine zahlreichen Stilbrüche .",X-STM_V,inanim,durch,,abstract_obj,"abstract_obj,event",property,det_coref_subj,(part of) piece of art
verwirren,NZZ_1996_03_14_a56_seg5_s4,41,"Als Mitglied des Umwelt- und Verbraucherausschusses erklärte der deutsche EVP-Abgeordnete Karl-Heinz Florenz , das Ergebnis sei eine unzweideutige Regelung , die den Konsumenten über das informiere , was für ihn wirklich wesentlich sei , ohne ihn durch überflüssige Mitteilungen zu verwirren .",X-STM_V_Y-EXP,inanim,durch,,abstract_obj,event(action),property,,utterance
verwirren,NZZ_1996_10_21_a138_seg4_s25,19,"Während dem Künstler im Museum für Gegenwartskunst eine inhaltliche Verdichtung gelingt , die den Betrachter in ihrer Komplexität verwirrt und mit weiterführenden Fragen entlässt , wirkt die Arbeit in der Galerie Walcheturm weniger verbindlich und herausfordernd .",X-STM_V_Y-EXP,inanim,in,,event(action),property,,det_coref_subj,
verwirren,NZZ_1997_05_31_a223_seg22_s15,20,"Von Flugleidenschaft getrieben , steigt Albano « im physischen Himmel dem idealistischen nach » , an der schönen Liane verwirrt ihn eine Mischung « von Heiligkeit und Kälte » .",X-STM_V_Y-EXP,inanim,an,,property,human,,,
verwirren,NZZ_1998_10_30_a223_seg10_s9,11,"Wichtig ist eine gute Buchungsmaske , die nicht durch Überladenheit verwirrt .",X-STM_V,inanim,durch,,abstract_obj,property,,,
verwirren,NZZ_1993_07_23_a128_seg3_s11,21,"Während Iggy Pop ein extrovertierter Exzentriker ist , hat der kanadische Songwriter Neil Young oft mit überraschenden Stilwechseln und Widersprüchlichkeiten verwirrt .",X-STM_V,anim,mit,,human,event(action)/abstract_obj,event(action)/property,,property?
verwirren,NZZ_1993_08_04_a127_seg4_s1,17,Die Deutsche Bundesbank hat die Märkte am Dienstag mit einem weiteren Zinssenkungsschritt überrascht und zum Teil verwirrt .,X-STM_V_Y-EXP,anim_proxy,mit,metonymic_EXP,anim_proxy,event,event(action),,
verwirren,NZZ_1993_08_07_a153_seg2_s5,32,"Schon vor dieser Unterhaltung hatte die aus Chicago stammende , seit einigen Jahren in Frankreich lebende Sängerin , Gitarristin und Mundharmonikavirtuosin das Publikum am diesjährigen Paléo Festival Nyon mit ihrer Androgynität verwirrt : Sang da nun ein Mann oder eine Frau ?",X-STM_V_Y-EXP,anim,mit,,human,property,,det_coref_subj,(part of) piece of art
verwirren,NZZ_1993_02_03_a116_seg2_s27,5,"Der flotte linke Anwalt verwirrt Julius ' Ehefrau Uschi mit seinem Politvokabular eher , als dass er ihr Rechtsverhältnisse klarmacht .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,,det_coref_subj,utterance
verwirren,NZZ_1993_11_23_a21_seg6_s1,20,"Der sozialdemokratische Oppositionsführer Ingvar Carlsson hat in einem Debattenbeitrag in « Dagens Nyheter » der Regierung vorgeworfen , sie verwirre durch Doppeldeutigkeiten auch noch das Ausland .",X-STM_V_Y-EXP,anim_proxy,durch,,human,abstract_obj,,,utterance
verwirren,NZZ_1994_10_31_a81_seg3_s18,12,Zwei junge mongolische Schlangenfrauen verbiegen sich zu den unglaublichsten Körperskulpturen und verwirren damit nicht nur den Orientierungssinn des Mitteleuropäers ...,X-STM_V_Y-EXP,anim,mit,"pronominal_adverb,EXP-related_object",human,event(action),,,(part of) piece of art
verwirren,NZZ_1995_07_10_a94_seg3_s14,3,"Und sie verwirrten mit ihrem Konzert offensichtlich auch das Publikum , spielten sie doch abgesehen von ihrem grössten Hit , « Losing My Religion » , viele wenig bekannte Songs in oft eigenartigen Arrangements .",X-STM_V_Y-EXP,anim,mit,,human,event,,det_coref_subj,(part of) piece of art
verwirren,NZZ_1995_07_29_a51_seg13_s20,16,Daher musste man die Menschen weiterhin hart anfassen : sie nicht mit « demokratischen Parolen verwirren » .,X-STM_V_Y-EXP,anim,mit,,human,"abstract_obj,event(action)",,,utterance
verwirren,NZZ_1995_10_02_a107_seg2_s24,10,"Ein Flamenco-Ensemble zog hier die Aufmerksamkeit auf sich und verwirrte mit melancholischen Klängen , spanischen Trachten und cholerischem Tanz möglicherweise zahlreiche Touristengrüppchen , die eigentlich mit zarten Alphornklängen gerechnet hatten .",X-STM_V_Y-EXP,anim_proxy,mit,,anim_proxy,abstract_obj/concrete_obj/event(action),event(action)/property/event(action),,"(part of) piece of art, ?"
verwirren,NZZ_1995_10_16_a110_seg3_s9,40,"Sie gewann auch darum , weil ihr 4-3-3 funktionierte und weil Andrey , der ebenfalls auf die Spielform mit vier Verteidigern , drei Mittelfeldspielern und drei Stürmern zurückgegriffen hatte , seine Leute mit den neuerlichen taktischen Änderungen offenbar mehr verwirrte , als ihnen Sicherheit zu vermitteln .",X-STM_V_Y-EXP,anim,mit,,human,event(action),,,
verwirren,NZZ_1996_08_16_a136_seg3_s27,11,"Georges Nizan ist bildungsbeflissen , er verweist auf vieles und verwirrt manchmal durch Vielfalt , er nennt Namen , holt Zeugen herbei , zitiert Texte , beschreibende , interpretierende , zu Thesen geeignete , und häuft das viele in einem Kommentar , der die Hörbereitschaft aufs äusserste strapaziert , von dem leider dennoch mehr als nur wenig verlorengeht .",X-STM_V,anim,durch,,human,abstract_obj,property,,(part of) piece of art
verwirren,NZZ_1996_10_23_a137_seg9_s2,12,"Sie legt sich trauernd neben ihrem Pool an die Sonne und verwirrt damit die drei pelzigen Ausserirdischen Zebo , Wiploc und Mac , die eben mit ihrem Raumschiff durch den kalifornischen Himmel düsen .",X-STM_V_Y-EXP,anim,mit,pronominal_adverb,human,event(action),,,
verwirren,NZZ_1997_12_15_a55_seg3_s15,45,"Meist werden derartige Personen für ihre Grosszügigkeit mit Botschafterposten in « unwichtigen » Ländern - in der Schweiz etwa - belohnt , wo sie dann , je nach Kaliber , angenehm überraschen oder , was häufiger ist , durch Desinteresse , Anmassung und Inkompetenz verwirren .",X-STM_V,anim,durch,,human,property/property/property,,,
verwirren,NZZ_1997_07_17_a140_seg3_s4,6,"Wie der Meister belustigen , verwirren und schockieren auch seine mehr oder weniger monströsen Adlati die Zuschauer in der gut besuchten Aktionshalle der Roten Fabrik mit ihren bizarren Experimenten .",X-STM_V_Y-EXP,anim,mit,,human,event,event(action),det_coref_subj,(part of) piece of art
verwirren,NZZ_1997_06_17_a148_seg12_s9,19,"Deshalb sei die Swissline bemüht , Verträge kurz und verständlich abzufassen und die Kunden nicht mit Versicherungs-Chinesisch zu verwirren .",X-STM_V_Y-EXP,anim_proxy,mit,,anim_proxy,abstract_obj,,,utterance
verwirren,NZZ_1997_03_08_a176_seg2_s6,8,Edoardo Bennato hat immer wieder mit Stilbrüchen verwirrt .,X-STM_V,anim,mit,,human,"abstract_obj,event(action)",,,
verwirren,NZZ_1997_03_24_a135_seg4_s25,17,"Der Platzklub blieb bemüht , ständig in Bewegung zu sein und mit Rochaden den Gegner zu verwirren .",X-STM_V_Y-EXP,anim_proxy,mit,,anim_proxy,event(action),,,
verwirren,NZZ_1998_07_27_a159_seg4_s2,3,"« Er verwirrt uns laufend mit seltsamen Vorschlägen bei der Abstimmung des Autos » , sagte Patrick Head , der Technische Direktor bei Williams .",X-STM_V_Y-EXP,anim,mit,,human,"abstract_obj,event(action)",,,utterance
verwirren,NZZ_1998_10_07_a196_seg4_s1,7,Die zu den Schraubenbakterien zählenden Borrelien verwirren die Mediziner seit Jahrhunderten mit einem Spektrum von sehr unterschiedlichen Krankheitsformen .,X-STM_V_Y-EXP,anim,mit,clearly_non_agentive,organism,abstract_obj,property,,
verwirren,NZZ_1998_10_14_a120_seg8_s5,2,"Weder verwirrt uns das Museum durch das Formulieren einer eigenen These , noch trübt es das Bild vom einsamen Genie durch die Einbettung in einen historischen Kontext .",X-STM_V_Y-EXP,anim_proxy,durch,,anim_proxy,event(action),,,utterance
verwirren,NZZ_1999_04_22_a9_seg2_s5,13,"Kadivar wurde unter anderem beschuldigt , die Öffentlichkeit mit Reden und Interviews verwirrt zu haben .",X-STM_V_Y-EXP,anim,mit,,human,event(action)/event(action),,,utterance
verwirren,NZZ_1999_07_13_a136_seg4_s13,6,"Noch zu Beginn des Jahres verwirrte das Kunstmuseum Wolfsburg Besucher dadurch , dass es seine Warhol-Schau wie ein Labyrinth inszenierte , das dem komplexen Werk Warhols kongenial sein wollte .",X-STM_V_Y-EXP,anim_proxy,durch,pronominal_adverb,anim_proxy,event(action),,,
verwirren,NZZ_1999_06_28_a101_seg3_s26,2,"Sie verwirrte die Gölä-Fans zunächst mit einem nervösen Gemisch aus Politparolen und Raps , indischen Sounds und westindischen Ragga-Rhythmen , Scratches und Samples des grossen pakistanischen Sängers Nusrat Fateh Ali Khan .",X-STM_V_Y-EXP,ambiguous,mit,,ambiguous,abstract_obj,,,(part of) piece of art
verwundern,NZZ_1997_04_04_a218_seg8_s1,6,"Was bei Calatravas figurativer Architektur verwundert , ist nicht zuletzt das bereits an der Fassade ablesbare Resultat einer unaufhörlichen Auseinandersetzung mit der Frage des Lichts .",X-STM_V,inanim,bei,,ambiguous,"abstract_obj,concrete_obj",,,
verwundern,NZZ_1997_02_08_a219_seg19_s17,2,So verwundert der Einfluss Wagners in Humperdincks harmonischer Sprache und in seiner Orchestrierung nicht .,X-STM_V,inanim,in,ambiguous,abstract_obj,abstract_obj+property,,+det_coref_subj,
verwundern,NZZ_1993_03_22_a199_seg7_s1,4,"Bei diesen Erfolgsmeldungen verwundert es nicht , dass verschiedene Politiker osteuropäischer Staaten auf der Suche nach frei übertragbaren Wachstumsrezepten begehrlich nach Fernost schielen .",X-STM_V,propositional,bei,non-phoric_es,abstract_obj,"abstract_obj,event(action)",,,"utterance, proposition"
verwundern,NZZ_1995_05_26_a143_seg3_s5,2,"Das verwundert bei einem Autor wie Meichsner nun allerdings nicht , hatte dieser doch - als Chefdramaturg zunächst am NDR , danach ( von 1968 bis 1991 ) als Leiter der Hauptabteilung Fernsehspiel an derselben Anstalt - eine grosse , unvergessene Epoche des Fernsehspiels , des Fernsehfilms geprägt .",X-STM_V,ambiguous,bei,,ambiguous,human,,,
verwundern,NZZ_1995_11_13_a129_seg7_s12,15,"Bei einem , der seit dem Spätsommer die Trainingsläufe der Schweizer Techniker dominiert , verwundert das nicht .",X-STM_V,ambiguous,bei,,ambiguous,human,,,
verwundern,NZZ_1996_08_02_a160_seg8_s6,15,"Was bei « Konkurrenten » wie Tanner , Smith oder Elliot auch nicht unbedingt verwundert .",X-STM_V,ambiguous,bei,,ambiguous,human,,,
verwundern,NZZ_1997_12_17_a67_seg7_s13,6,"Bei dieser Art von Informationspolitik verwundert es nicht , dass die Auguren in Frankfurt noch kein Ende der blamablen Geschichte des Vorstands der Dresdner Bank sehen .",X-STM_V,propositional,bei,non-phoric_es,abstract_obj,abstract_obj,,,property? Propositional
zermürben,NZZ_1999_12_11_a287_seg5_s12,2,"Da zermürbt roter Kaviar und französischer Champagner als Mitbringsel zur Einweihung des winzigen Apartments , das sich ein Freund nahm , weil er die Miete der vorherigen grossen Wohnung nicht mehr bezahlen konnte .",X-STM_V,inanim,als,STM_coordination,material/material,concrete_obj,,no_det,
zermürben,NZZ_1994_03_26_a111_seg3_s7,34,"Die gelegentlichen Zitate - « Auf , reisse dich los aus diesem wissenschaftlichen Kindergarten der Philosophieprofessoren , die an den höchsten Gegenständen nur Silbenstecherei üben und durch ihre Kleinigkeitskrämerei den Geist entwürdigen und zermürben » ( Seneca ) - machen neugierig auf jene dem Kindergarten und der Silbenstecherei entlaufenen Professoren .",X-STM_V_Y-EXP,anim,durch,EXP-related_object,human,event(action),,det_coref_subj,
zermürben,NZZ_1994_10_31_a100_seg3_s16,19,"Aarau brauchte sich , im Gegensatz zum Spiel vor Wochenfrist gegen Luzern , nicht in kräfteraubenden Zweikämpfen zu zermürben .",X-STM_V_Y-EXP,anim_proxy,in,,anim_proxy,event(action),,,
